paper_id,section2_anchor,resolution_defensibility_label,snr_plane_label,rule_applied,markdown_path,extraction_json_path
O_ISAC_146,II-UNK,AMBIGUOUS,AMBIGUOUS,RES_COOC|SNR_COOC,C:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_146\O_ISAC_146\O_ISAC_146.md,data/ext_res_v4/extraction_v4_unified.json[144]
O_ISAC_147,II-UNK,AMBIGUOUS,AMBIGUOUS,RES_COOC|SNR_COOC,C:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_147\O_ISAC_147\O_ISAC_147.md,data/ext_res_v4/extraction_v4_unified.json[145]
O_ISAC_148,II-UNK,AMBIGUOUS,AMBIGUOUS,RES_COOC|SNR_COOC,C:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_148\O_ISAC_148\O_ISAC_148.md,data/ext_res_v4/extraction_v4_unified.json[146]
O_ISAC_149,II-UNK,AMBIGUOUS,AMBIGUOUS,RES_COOC|SNR_COOC,C:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_149\O_ISAC_149\O_ISAC_149.md,data/ext_res_v4/extraction_v4_unified.json[147]
O_ISAC_150,II-UNK,AMBIGUOUS,AMBIGUOUS,RES_COOC|SNR_COOC,C:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_150\O_ISAC_150\O_ISAC_150.md,data/ext_res_v4/extraction_v4_unified.json[148]
O_ISAC_151,II-UNK,AMBIGUOUS,AMBIGUOUS,,C:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_151\O_ISAC_151\O_ISAC_151.md,data/ext_res_v4/extraction_v4_unified.json[149]
O_ISAC_152,II-UNK,AMBIGUOUS,AMBIGUOUS,RES_COOC|SNR_COOC,C:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_152\O_ISAC_152\O_ISAC_152.md,data/ext_res_v4/extraction_v4_unified.json[150]
O_ISAC_153,II-UNK,AMBIGUOUS,AMBIGUOUS,,C:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_153\O_ISAC_153\O_ISAC_153.md,data/ext_res_v4/extraction_v4_unified.json[151]
O_ISAC_154,II-UNK,AMBIGUOUS,AMBIGUOUS,RES_COOC|SNR_COOC,C:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_154\O_ISAC_154\O_ISAC_154.md,data/ext_res_v4/extraction_v4_unified.json[152]
O_ISAC_155,II-UNK,AMBIGUOUS,AMBIGUOUS,,C:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_155\O_ISAC_155\O_ISAC_155.md,data/ext_res_v4/extraction_v4_unified.json[153]
O_ISAC_156,II-UNK,AMBIGUOUS,AMBIGUOUS,,C:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_156\O_ISAC_156\O_ISAC_156.md,data/ext_res_v4/extraction_v4_unified.json[154]
O_ISAC_157,II-UNK,AMBIGUOUS,AMBIGUOUS,,C:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_157\O_ISAC_157\O_ISAC_157.md,data/ext_res_v4/extraction_v4_unified.json[155]
