paper_id,medium,mechanism,detection,sensing_task,anchor_count,confidence,evidence_refs
O_ISAC_055,wireless_fso,shared_frontend,direct,ranging,32,high,4A:json:carrier_band; 4A:json:link_topology; 4A:json:mobility_context; 4A:json:oisac_medium_class; 4A:json:operational_environment; 4A:signal dimension; 4B:fso; 4B:json:oisac_medium_class; 4B:photonic_thz; 4B:vlc; 4C:json:duplexing_mode; 4C:json:hardware_sharing_mode; 4C:shared_hardware; 4D:coherent; 4D:imdd; 4D:intensity_only; 4D:json:rx_detection_type
O_ISAC_056,cabled_fibre,shared_frontend,direct,ranging,32,high,4A:detection type; 4A:json:carrier_band; 4A:json:link_topology; 4A:json:mobility_context; 4A:json:oisac_medium_class; 4A:json:operational_environment; 4B:fso; 4B:json:oisac_medium_class; 4B:photonic_thz; 4B:vlc; 4C:json:duplexing_mode; 4C:json:hardware_sharing_mode; 4C:shared_hardware; 4D:complex_field; 4D:imdd; 4D:intensity_only; 4D:json:rx_detection_type
O_ISAC_057,hybrid,shared_frontend,coherent,ranging|_localization_2d,38,high,4A:detection type; 4A:json:carrier_band; 4A:json:link_topology; 4A:json:mobility_context; 4A:json:oisac_medium_class; 4A:json:operational_environment; 4B:fiber; 4B:json:oisac_medium_class; 4B:photonic_thz; 4B:vlc; 4C:json:duplexing_mode; 4C:json:hardware_sharing_mode; 4C:shared_processing; 4C:shared_waveform; 4D:intensity_only; 4D:json:rx_detection_type
O_ISAC_058,hybrid,shared_frontend,coherent,ranging,44,high,4A:detection type; 4A:json:carrier_band; 4A:json:link_topology; 4A:json:mobility_context; 4A:json:oisac_medium_class; 4A:json:operational_environment; 4B:fiber; 4B:hybrid; 4B:json:oisac_medium_class; 4B:photonic_thz; 4B:vlc; 4C:json:duplexing_mode; 4C:json:hardware_sharing_mode; 4C:shared_hardware; 4C:shared_processing; 4C:shared_waveform; 4D:coherent; 4D:complex_field; 4D:imdd; 4D:intensity_only
O_ISAC_059,hybrid,shared_frontend,coherent,ranging|_localization,23,high,4A:detection type; 4A:json:carrier_band; 4A:json:link_topology; 4A:json:mobility_context; 4A:json:oisac_medium_class; 4A:json:operational_environment; 4A:sensing task type; 4A:signal dimension; 4B:fso; 4B:json:oisac_medium_class; 4B:photonic_thz; 4B:vlc; 4C:json:duplexing_mode; 4C:json:hardware_sharing_mode; 4C:shared_hardware; 4D:complex_field; 4D:json:rx_detection_type
O_ISAC_060,wireless_fso,shared_frontend,coherent,ranging|_localization_2d,32,high,4A:detection type; 4A:json:carrier_band; 4A:json:link_topology; 4A:json:mobility_context; 4A:json:oisac_medium_class; 4A:json:operational_environment; 4A:measurement plane; 4B:fso; 4B:hybrid; 4B:json:oisac_medium_class; 4B:photonic_thz; 4B:vlc; 4C:json:duplexing_mode; 4C:json:hardware_sharing_mode; 4C:shared_resources; 4D:coherent; 4D:intensity_only; 4D:json:rx_detection_type
O_ISAC_061,hybrid,shared_frontend,direct,ranging,41,high,4A:detection type; 4A:json:carrier_band; 4A:json:link_topology; 4A:json:mobility_context; 4A:json:oisac_medium_class; 4A:json:operational_environment; 4A:sensing task type; 4B:fiber; 4B:fso; 4B:json:oisac_medium_class; 4B:photonic_thz; 4B:vlc; 4C:json:duplexing_mode; 4C:json:hardware_sharing_mode; 4C:shared_resources; 4C:shared_waveform; 4D:coherent; 4D:intensity_only; 4D:json:rx_detection_type
O_ISAC_062,wireless_vlc,shared_frontend,direct,localization,23,high,4A:detection type; 4A:json:carrier_band; 4A:json:link_topology; 4A:json:mobility_context; 4A:json:oisac_medium_class; 4A:json:operational_environment; 4A:measurement plane; 4A:signal dimension; 4B:fso; 4B:json:oisac_medium_class; 4B:vlc; 4C:json:duplexing_mode; 4C:json:hardware_sharing_mode; 4D:json:rx_detection_type
O_ISAC_063,cabled_fibre,separate_frontends,direct,ranging,27,high,4A:detection type; 4A:json:carrier_band; 4A:json:oisac_medium_class; 4A:json:operational_environment; 4A:measurement plane; 4B:fiber; 4B:json:oisac_medium_class; 4B:photonic_thz; 4B:vlc; 4C:json:duplexing_mode; 4C:json:hardware_sharing_mode; 4D:coherent; 4D:json:rx_detection_type
O_ISAC_064,cabled_fibre,shared_frontend,coherent,vibration,11,high,4A:json:link_topology; 4A:json:mobility_context; 4A:json:oisac_medium_class; 4A:json:operational_environment; 4B:fiber; 4B:json:oisac_medium_class; 4B:vlc; 4C:json:hardware_sharing_mode; 4D:json:rx_detection_type
O_ISAC_065,hybrid,shared_frontend,coherent,ranging,29,high,4A:json:carrier_band; 4A:json:link_topology; 4A:json:mobility_context; 4A:json:oisac_medium_class; 4A:json:operational_environment; 4B:fiber; 4B:hybrid; 4B:json:oisac_medium_class; 4B:photonic_thz; 4B:vlc; 4C:json:duplexing_mode; 4C:json:hardware_sharing_mode; 4C:shared_processing; 4D:coherent; 4D:imdd; 4D:intensity_only; 4D:json:rx_detection_type
O_ISAC_066,hybrid,shared_frontend,coherent,ranging,30,high,4A:detection type; 4A:json:carrier_band; 4A:json:link_topology; 4A:json:oisac_medium_class; 4A:json:operational_environment; 4A:signal dimension; 4B:fiber; 4B:json:oisac_medium_class; 4B:photonic_thz; 4B:vlc; 4C:json:duplexing_mode; 4C:json:hardware_sharing_mode; 4C:shared_waveform; 4D:coherent; 4D:intensity_only; 4D:json:rx_detection_type
O_ISAC_067,wireless_fso,separate_frontends,direct,localization_2d,13,high,4A:detection type; 4A:json:carrier_band; 4A:json:link_topology; 4A:json:mobility_context; 4A:json:oisac_medium_class; 4A:json:operational_environment; 4A:measurement plane; 4B:fso; 4B:json:oisac_medium_class; 4B:vlc; 4C:json:hardware_sharing_mode; 4D:json:rx_detection_type
O_ISAC_068,hybrid,shared_frontend,direct,ranging,33,high,4A:detection type; 4A:json:carrier_band; 4A:json:link_topology; 4A:json:mobility_context; 4A:json:oisac_medium_class; 4A:json:operational_environment; 4A:sensing task type; 4A:signal dimension; 4B:fiber; 4B:fso; 4B:hybrid; 4B:json:oisac_medium_class; 4B:photonic_thz; 4B:vlc; 4C:json:duplexing_mode; 4C:json:hardware_sharing_mode; 4C:shared_resources; 4C:shared_waveform; 4D:intensity_only; 4D:json:rx_detection_type
O_ISAC_069,hybrid,shared_frontend,coherent,localization_2d,41,high,4A:detection type; 4A:json:carrier_band; 4A:json:link_topology; 4A:json:mobility_context; 4A:json:oisac_medium_class; 4A:json:operational_environment; 4A:medium classification; 4B:fiber; 4B:json:oisac_medium_class; 4B:photonic_thz; 4B:vlc; 4C:json:duplexing_mode; 4C:json:hardware_sharing_mode; 4C:shared_hardware; 4C:shared_processing; 4D:coherent; 4D:imdd; 4D:intensity_only; 4D:json:rx_detection_type
O_ISAC_070,hybrid,shared_frontend,coherent,ranging,36,high,4A:json:carrier_band; 4A:json:link_topology; 4A:json:mobility_context; 4A:json:oisac_medium_class; 4A:json:operational_environment; 4A:measurement plane; 4A:medium classification; 4B:fiber; 4B:hybrid; 4B:json:oisac_medium_class; 4B:photonic_thz; 4B:vlc; 4C:json:duplexing_mode; 4C:json:hardware_sharing_mode; 4C:shared_waveform; 4D:coherent; 4D:complex_field; 4D:json:rx_detection_type
O_ISAC_071,hybrid,shared_frontend,direct,ranging,19,high,4A:json:carrier_band; 4A:json:link_topology; 4A:json:mobility_context; 4A:json:oisac_medium_class; 4A:json:operational_environment; 4B:fso; 4B:json:oisac_medium_class; 4B:photonic_thz; 4B:vlc; 4C:json:duplexing_mode; 4C:json:hardware_sharing_mode; 4C:shared_resources; 4D:json:rx_detection_type
O_ISAC_072,cabled_fibre,shared_frontend,coherent,vibration,24,high,4A:detection type; 4A:json:carrier_band; 4A:json:link_topology; 4A:json:mobility_context; 4A:json:oisac_medium_class; 4A:json:operational_environment; 4A:measurement plane; 4B:fiber; 4B:json:oisac_medium_class; 4B:vlc; 4C:json:duplexing_mode; 4C:json:hardware_sharing_mode; 4C:shared_processing; 4D:json:rx_detection_type
O_ISAC_073,hybrid,shared_frontend,coherent,ranging|_localization_2d,27,high,4A:json:carrier_band; 4A:json:link_topology; 4A:json:mobility_context; 4A:json:oisac_medium_class; 4A:json:operational_environment; 4A:medium classification; 4A:sensing task type; 4A:signal dimension; 4B:fiber; 4B:json:oisac_medium_class; 4B:photonic_thz; 4B:vlc; 4C:json:duplexing_mode; 4C:json:hardware_sharing_mode; 4D:json:rx_detection_type
O_ISAC_074,cabled_fibre,shared_frontend,coherent,ranging|_localization_2d,28,high,4A:detection type; 4A:json:carrier_band; 4A:json:link_topology; 4A:json:mobility_context; 4A:json:oisac_medium_class; 4A:json:operational_environment; 4B:fiber; 4B:json:oisac_medium_class; 4B:photonic_thz; 4B:vlc; 4C:json:duplexing_mode; 4C:json:hardware_sharing_mode; 4D:coherent; 4D:intensity_only; 4D:json:rx_detection_type
O_ISAC_075,retroreflective_optical,shared_frontend,direct,ranging,24,high,4A:json:carrier_band; 4A:json:link_topology; 4A:json:mobility_context; 4A:json:oisac_medium_class; 4A:json:operational_environment; 4B:fso; 4B:json:oisac_medium_class; 4B:photonic_thz; 4B:vlc; 4C:json:duplexing_mode; 4C:json:hardware_sharing_mode; 4C:shared_resources; 4D:intensity_only; 4D:json:rx_detection_type
O_ISAC_076,cabled_fibre,shared_frontend,coherent,vibration,26,high,4A:detection type; 4A:json:carrier_band; 4A:json:link_topology; 4A:json:mobility_context; 4A:json:oisac_medium_class; 4A:json:operational_environment; 4B:fiber; 4B:json:oisac_medium_class; 4B:photonic_thz; 4B:vlc; 4C:json:duplexing_mode; 4C:json:hardware_sharing_mode; 4C:shared_processing; 4D:coherent; 4D:json:rx_detection_type
O_ISAC_077,hybrid,shared_frontend,coherent,ranging|_localization_2d,27,high,4A:json:carrier_band; 4A:json:link_topology; 4A:json:mobility_context; 4A:json:oisac_medium_class; 4A:json:operational_environment; 4B:fiber; 4B:json:oisac_medium_class; 4B:photonic_thz; 4B:vlc; 4C:json:duplexing_mode; 4C:json:hardware_sharing_mode; 4C:shared_processing; 4D:intensity_only; 4D:json:rx_detection_type
O_ISAC_078,cabled_fibre,separate_frontends,direct,ranging,34,high,4A:json:carrier_band; 4A:json:link_topology; 4A:json:mobility_context; 4A:json:oisac_medium_class; 4A:json:operational_environment; 4A:signal dimension; 4B:fiber; 4B:hybrid; 4B:json:oisac_medium_class; 4B:photonic_thz; 4B:vlc; 4C:json:duplexing_mode; 4C:json:hardware_sharing_mode; 4D:imdd; 4D:intensity_only; 4D:json:rx_detection_type
O_ISAC_079,cabled_fibre,shared_frontend,coherent,ranging|_localization_2d,37,high,4A:detection type; 4A:json:carrier_band; 4A:json:link_topology; 4A:json:mobility_context; 4A:json:oisac_medium_class; 4A:json:operational_environment; 4B:fiber; 4B:json:oisac_medium_class; 4B:photonic_thz; 4B:vlc; 4C:json:duplexing_mode; 4C:json:hardware_sharing_mode; 4D:coherent; 4D:complex_field; 4D:intensity_only; 4D:json:rx_detection_type
O_ISAC_080,cabled_fibre,shared_frontend,coherent,vibration,33,high,4A:detection type; 4A:integration mechanism; 4A:json:carrier_band; 4A:json:link_topology; 4A:json:mobility_context; 4A:json:oisac_medium_class; 4A:json:operational_environment; 4A:measurement plane; 4B:fiber; 4B:json:oisac_medium_class; 4B:photonic_thz; 4B:vlc; 4C:json:duplexing_mode; 4C:json:hardware_sharing_mode; 4C:shared_resources; 4D:coherent; 4D:intensity_only; 4D:json:rx_detection_type
O_ISAC_081,hybrid,shared_frontend,coherent,ranging|_localization_2d,16,high,4A:detection type; 4A:json:carrier_band; 4A:json:link_topology; 4A:json:mobility_context; 4A:json:oisac_medium_class; 4A:json:operational_environment; 4A:measurement plane; 4A:signal dimension; 4B:json:oisac_medium_class; 4B:photonic_thz; 4B:vlc; 4C:json:duplexing_mode; 4C:json:hardware_sharing_mode; 4C:shared_waveform; 4D:intensity_only; 4D:json:rx_detection_type
O_ISAC_082,hybrid,shared_frontend,envelope_detection,ranging,39,high,4A:detection type; 4A:json:carrier_band; 4A:json:link_topology; 4A:json:mobility_context; 4A:json:oisac_medium_class; 4A:json:operational_environment; 4A:measurement plane; 4B:fiber; 4B:hybrid; 4B:json:oisac_medium_class; 4B:photonic_thz; 4B:vlc; 4C:json:duplexing_mode; 4C:json:hardware_sharing_mode; 4D:coherent; 4D:complex_field; 4D:intensity_only; 4D:json:rx_detection_type
O_ISAC_083,hybrid,shared_frontend,coherent,ranging|_localization_2d,40,high,4A:json:carrier_band; 4A:json:link_topology; 4A:json:mobility_context; 4A:json:oisac_medium_class; 4A:json:operational_environment; 4B:fiber; 4B:fso; 4B:hybrid; 4B:json:oisac_medium_class; 4B:photonic_thz; 4B:vlc; 4C:json:duplexing_mode; 4C:json:hardware_sharing_mode; 4C:shared_resources; 4D:complex_field; 4D:json:rx_detection_type
O_ISAC_084,wireless_vlc,shared_frontend,direct,ranging|_localization_2d,26,high,4A:json:carrier_band; 4A:json:link_topology; 4A:json:mobility_context; 4A:json:oisac_medium_class; 4A:json:operational_environment; 4A:medium classification; 4A:sensing task type; 4A:signal dimension; 4B:json:oisac_medium_class; 4B:vlc; 4C:json:duplexing_mode; 4C:json:hardware_sharing_mode; 4D:coherent; 4D:intensity_only; 4D:json:rx_detection_type
O_ISAC_085,cabled_fibre,shared_frontend,coherent,vibration,27,high,4A:detection type; 4A:json:carrier_band; 4A:json:link_topology; 4A:json:mobility_context; 4A:json:oisac_medium_class; 4A:json:operational_environment; 4A:measurement plane; 4B:fiber; 4B:json:oisac_medium_class; 4B:photonic_thz; 4B:vlc; 4C:json:duplexing_mode; 4C:json:hardware_sharing_mode; 4D:json:rx_detection_type
O_ISAC_086,hybrid,shared_frontend,coherent,ranging,43,high,4A:detection type; 4A:json:carrier_band; 4A:json:link_topology; 4A:json:mobility_context; 4A:json:oisac_medium_class; 4A:json:operational_environment; 4A:measurement plane; 4A:signal dimension; 4B:fiber; 4B:fso; 4B:hybrid; 4B:json:oisac_medium_class; 4B:photonic_thz; 4B:vlc; 4C:json:duplexing_mode; 4C:json:hardware_sharing_mode; 4C:shared_processing; 4D:complex_field; 4D:intensity_only; 4D:json:rx_detection_type
O_ISAC_088,hybrid,shared_frontend,direct,localization_2d|_target_detection,17,high,4A:detection type; 4A:json:carrier_band; 4A:json:link_topology; 4A:json:mobility_context; 4A:json:oisac_medium_class; 4A:json:operational_environment; 4A:sensing task type; 4B:fiber; 4B:json:oisac_medium_class; 4B:photonic_thz; 4B:vlc; 4C:json:duplexing_mode; 4C:json:hardware_sharing_mode; 4C:shared_hardware; 4D:json:rx_detection_type
O_ISAC_089,cabled_fibre,shared_frontend,direct,ranging|_localization_2d,35,high,4A:detection type; 4A:json:carrier_band; 4A:json:link_topology; 4A:json:mobility_context; 4A:json:oisac_medium_class; 4A:json:operational_environment; 4A:signal dimension; 4B:fiber; 4B:fso; 4B:json:oisac_medium_class; 4B:photonic_thz; 4B:vlc; 4C:json:duplexing_mode; 4C:json:hardware_sharing_mode; 4C:shared_resources; 4D:coherent; 4D:intensity_only; 4D:json:rx_detection_type
O_ISAC_090,cabled_fibre,shared_frontend,coherent,localization_2d,29,high,4A:detection type; 4A:json:carrier_band; 4A:json:link_topology; 4A:json:mobility_context; 4A:json:oisac_medium_class; 4A:json:operational_environment; 4B:fiber; 4B:json:oisac_medium_class; 4B:photonic_thz; 4B:vlc; 4C:json:duplexing_mode; 4C:json:hardware_sharing_mode; 4D:coherent; 4D:intensity_only; 4D:json:rx_detection_type
O_ISAC_091,wireless_fso,shared_frontend,coherent,ranging,34,high,4A:detection type; 4A:json:carrier_band; 4A:json:link_topology; 4A:json:mobility_context; 4A:json:oisac_medium_class; 4A:json:operational_environment; 4A:sensing task type; 4B:fso; 4B:hybrid; 4B:json:oisac_medium_class; 4B:photonic_thz; 4B:vlc; 4C:json:duplexing_mode; 4C:json:hardware_sharing_mode; 4C:shared_waveform; 4D:intensity_only; 4D:json:rx_detection_type
O_ISAC_092,wireless_vlc,shared_frontend,direct,localization_2d,37,high,4A:detection type; 4A:json:carrier_band; 4A:json:link_topology; 4A:json:mobility_context; 4A:json:oisac_medium_class; 4A:json:operational_environment; 4A:sensing task type; 4A:signal dimension; 4B:fiber; 4B:fso; 4B:json:oisac_medium_class; 4B:photonic_thz; 4B:vlc; 4C:json:duplexing_mode; 4C:json:hardware_sharing_mode; 4C:shared_processing; 4C:shared_resources; 4D:intensity_only; 4D:json:rx_detection_type
O_ISAC_093,hybrid,shared_frontend,direct,other,34,high,4A:detection type; 4A:json:carrier_band; 4A:json:link_topology; 4A:json:mobility_context; 4A:json:oisac_medium_class; 4A:json:operational_environment; 4A:medium classification; 4A:sensing task type; 4A:signal dimension; 4B:json:oisac_medium_class; 4B:vlc; 4C:json:duplexing_mode; 4C:json:hardware_sharing_mode; 4C:shared_processing; 4C:shared_resources; 4D:coherent; 4D:complex_field; 4D:intensity_only; 4D:json:rx_detection_type
O_ISAC_094,hybrid,shared_frontend,direct,target_detection,19,high,4A:json:link_topology; 4A:json:mobility_context; 4A:json:oisac_medium_class; 4A:json:operational_environment; 4A:measurement plane; 4A:medium classification; 4A:signal dimension; 4B:json:oisac_medium_class; 4B:vlc; 4C:json:duplexing_mode; 4C:json:hardware_sharing_mode; 4C:shared_processing; 4D:coherent; 4D:intensity_only; 4D:json:rx_detection_type
O_ISAC_095,hybrid,shared_frontend,direct,ranging,41,high,4A:detection type; 4A:integration mechanism; 4A:json:carrier_band; 4A:json:link_topology; 4A:json:mobility_context; 4A:json:oisac_medium_class; 4A:json:operational_environment; 4A:measurement plane; 4A:signal dimension; 4B:fiber; 4B:fso; 4B:hybrid; 4B:json:oisac_medium_class; 4B:photonic_thz; 4B:vlc; 4C:json:duplexing_mode; 4C:json:hardware_sharing_mode; 4C:shared_resources; 4C:shared_waveform; 4D:intensity_only
O_ISAC_096,hybrid,shared_frontend,coherent,ranging,46,high,4A:detection type; 4A:integration mechanism; 4A:json:carrier_band; 4A:json:link_topology; 4A:json:mobility_context; 4A:json:oisac_medium_class; 4A:json:operational_environment; 4A:measurement plane; 4A:signal dimension; 4B:fiber; 4B:fso; 4B:hybrid; 4B:json:oisac_medium_class; 4B:photonic_thz; 4B:vlc; 4C:json:duplexing_mode; 4C:json:hardware_sharing_mode; 4C:shared_hardware; 4D:complex_field; 4D:intensity_only
O_ISAC_097,hybrid,shared_frontend,direct,ranging,43,high,4A:detection type; 4A:json:carrier_band; 4A:json:link_topology; 4A:json:mobility_context; 4A:json:oisac_medium_class; 4A:json:operational_environment; 4A:measurement plane; 4A:signal dimension; 4B:fiber; 4B:hybrid; 4B:json:oisac_medium_class; 4B:photonic_thz; 4B:vlc; 4C:json:duplexing_mode; 4C:json:hardware_sharing_mode; 4C:shared_resources; 4C:shared_waveform; 4D:complex_field; 4D:json:rx_detection_type
O_ISAC_098,wireless_fso,shared_frontend,direct,ranging,37,high,4A:detection type; 4A:json:carrier_band; 4A:json:link_topology; 4A:json:mobility_context; 4A:json:oisac_medium_class; 4A:json:operational_environment; 4A:measurement plane; 4B:fso; 4B:hybrid; 4B:json:oisac_medium_class; 4B:photonic_thz; 4B:vlc; 4C:json:duplexing_mode; 4C:json:hardware_sharing_mode; 4C:shared_resources; 4C:shared_waveform; 4D:coherent; 4D:imdd; 4D:intensity_only; 4D:json:rx_detection_type
O_ISAC_099,retroreflective,shared_frontend,direct,ranging|_localization,22,high,4A:detection type; 4A:json:carrier_band; 4A:json:link_topology; 4A:json:mobility_context; 4A:json:oisac_medium_class; 4A:json:operational_environment; 4A:measurement plane; 4A:signal dimension; 4B:fso; 4B:json:oisac_medium_class; 4B:photonic_thz; 4B:vlc; 4C:json:duplexing_mode; 4C:json:hardware_sharing_mode; 4C:shared_resources; 4D:json:rx_detection_type
O_ISAC_100,hybrid,shared_frontend,direct,ranging,49,high,4A:detection type; 4A:json:carrier_band; 4A:json:link_topology; 4A:json:mobility_context; 4A:json:oisac_medium_class; 4A:json:operational_environment; 4A:signal dimension; 4B:fiber; 4B:fso; 4B:hybrid; 4B:json:oisac_medium_class; 4B:photonic_thz; 4B:vlc; 4C:json:duplexing_mode; 4C:json:hardware_sharing_mode; 4C:shared_processing; 4C:shared_resources; 4D:complex_field; 4D:imdd; 4D:intensity_only
O_ISAC_101,cabled_fibre,shared_frontend,direct,ranging,15,high,4A:detection type; 4A:json:oisac_medium_class; 4B:fiber; 4B:json:oisac_medium_class; 4B:photonic_thz; 4B:vlc; 4C:json:duplexing_mode; 4C:json:hardware_sharing_mode; 4D:json:rx_detection_type
O_ISAC_102,cabled_fibre,shared_frontend,direct,ranging,46,high,4A:detection type; 4A:integration mechanism; 4A:json:carrier_band; 4A:json:link_topology; 4A:json:mobility_context; 4A:json:oisac_medium_class; 4A:json:operational_environment; 4A:measurement plane; 4A:medium classification; 4A:resolution versus accuracy; 4A:sensing task type; 4A:signal dimension; 4B:fiber; 4B:fso; 4B:json:oisac_medium_class; 4B:photonic_thz; 4B:vlc; 4C:json:duplexing_mode; 4C:json:hardware_sharing_mode; 4C:shared_hardware
O_ISAC_103,cabled_fibre,shared_frontend,coherent,fault_localization,18,high,4A:json:carrier_band; 4A:json:link_topology; 4A:json:mobility_context; 4A:json:oisac_medium_class; 4A:json:operational_environment; 4B:fiber; 4B:json:oisac_medium_class; 4B:photonic_thz; 4B:vlc; 4C:json:duplexing_mode; 4C:json:hardware_sharing_mode; 4D:json:rx_detection_type
O_ISAC_104,cabled_fibre,shared_frontend,direct,localization_2d,17,high,4A:detection type; 4A:json:carrier_band; 4A:json:link_topology; 4A:json:mobility_context; 4A:json:oisac_medium_class; 4A:json:operational_environment; 4B:fiber; 4B:json:oisac_medium_class; 4B:vlc; 4C:json:duplexing_mode; 4C:json:hardware_sharing_mode; 4D:json:rx_detection_type
O_ISAC_105,hybrid,shared_frontend,coherent,ranging,27,high,4A:json:carrier_band; 4A:json:link_topology; 4A:json:mobility_context; 4A:json:oisac_medium_class; 4A:json:operational_environment; 4A:signal dimension; 4B:fiber; 4B:hybrid; 4B:json:oisac_medium_class; 4B:photonic_thz; 4B:vlc; 4C:json:duplexing_mode; 4C:json:hardware_sharing_mode; 4D:json:rx_detection_type
O_ISAC_106,wireless_retroreflective,shared_frontend,direct,localization_2d,9,high,4A:json:carrier_band; 4A:json:link_topology; 4A:json:mobility_context; 4A:json:oisac_medium_class; 4A:json:operational_environment; 4B:json:oisac_medium_class; 4C:json:duplexing_mode; 4C:json:hardware_sharing_mode; 4D:json:rx_detection_type
O_ISAC_107,hybrid,shared_frontend,direct,localization_2d,32,high,4A:json:carrier_band; 4A:json:link_topology; 4A:json:mobility_context; 4A:json:oisac_medium_class; 4A:json:operational_environment; 4A:measurement plane; 4A:signal dimension; 4B:fiber; 4B:fso; 4B:hybrid; 4B:json:oisac_medium_class; 4B:photonic_thz; 4B:vlc; 4C:json:duplexing_mode; 4C:json:hardware_sharing_mode; 4D:intensity_only; 4D:json:rx_detection_type
O_ISAC_108,wireless_vlc,shared_frontend,direct,localization_2d,41,high,4A:detection type; 4A:json:carrier_band; 4A:json:link_topology; 4A:json:mobility_context; 4A:json:oisac_medium_class; 4A:json:operational_environment; 4A:measurement plane; 4A:signal dimension; 4B:fiber; 4B:fso; 4B:hybrid; 4B:json:oisac_medium_class; 4B:photonic_thz; 4B:vlc; 4C:json:duplexing_mode; 4C:json:hardware_sharing_mode; 4C:shared_hardware; 4C:shared_resources; 4D:imdd; 4D:intensity_only
O_ISAC_109,hybrid,shared_frontend,direct,ranging|_localization_2d,22,high,4A:detection type; 4A:json:carrier_band; 4A:json:link_topology; 4A:json:mobility_context; 4A:json:oisac_medium_class; 4A:json:operational_environment; 4B:json:oisac_medium_class; 4B:vlc; 4C:json:duplexing_mode; 4C:json:hardware_sharing_mode; 4C:shared_hardware; 4C:shared_resources; 4D:intensity_only; 4D:json:rx_detection_type
O_ISAC_110,wireless_vlc,shared_frontend,direct,ranging|_localization_2d,32,high,4A:detection type; 4A:json:carrier_band; 4A:json:link_topology; 4A:json:mobility_context; 4A:json:oisac_medium_class; 4A:json:operational_environment; 4B:fso; 4B:hybrid; 4B:json:oisac_medium_class; 4B:photonic_thz; 4B:vlc; 4C:json:duplexing_mode; 4C:json:hardware_sharing_mode; 4D:coherent; 4D:complex_field; 4D:intensity_only; 4D:json:rx_detection_type
O_ISAC_111,hybrid,shared_frontend,coherent,ranging,31,high,4A:json:carrier_band; 4A:json:link_topology; 4A:json:mobility_context; 4A:json:oisac_medium_class; 4A:json:operational_environment; 4B:fiber; 4B:fso; 4B:hybrid; 4B:json:oisac_medium_class; 4B:photonic_thz; 4B:vlc; 4C:json:duplexing_mode; 4C:json:hardware_sharing_mode; 4D:complex_field; 4D:intensity_only; 4D:json:rx_detection_type
O_ISAC_112,hybrid,shared_frontend,direct,ranging,43,high,4A:integration mechanism; 4A:json:carrier_band; 4A:json:link_topology; 4A:json:mobility_context; 4A:json:oisac_medium_class; 4A:json:operational_environment; 4A:medium classification; 4A:signal dimension; 4B:fso; 4B:json:oisac_medium_class; 4B:photonic_thz; 4B:vlc; 4C:json:duplexing_mode; 4C:json:hardware_sharing_mode; 4C:shared_processing; 4C:shared_resources; 4C:shared_waveform; 4D:coherent; 4D:complex_field; 4D:intensity_only
O_ISAC_113,cabled_fibre,shared_frontend,coherent,temperature,24,high,4A:detection type; 4A:json:carrier_band; 4A:json:link_topology; 4A:json:mobility_context; 4A:json:oisac_medium_class; 4A:json:operational_environment; 4A:measurement plane; 4B:fiber; 4B:json:oisac_medium_class; 4B:photonic_thz; 4B:vlc; 4C:json:duplexing_mode; 4C:json:hardware_sharing_mode; 4D:coherent; 4D:json:rx_detection_type
O_ISAC_114,hybrid,shared_frontend,direct,ranging,39,high,4A:detection type; 4A:json:carrier_band; 4A:json:link_topology; 4A:json:mobility_context; 4A:json:oisac_medium_class; 4A:json:operational_environment; 4A:signal dimension; 4B:fso; 4B:hybrid; 4B:json:oisac_medium_class; 4B:photonic_thz; 4B:vlc; 4C:json:duplexing_mode; 4C:json:hardware_sharing_mode; 4C:shared_resources; 4D:intensity_only; 4D:json:rx_detection_type
O_ISAC_115,wireless_fso,separate_frontends,direct,ranging|_localization_2d,17,high,4A:detection type; 4A:json:carrier_band; 4A:json:link_topology; 4A:json:mobility_context; 4A:json:oisac_medium_class; 4A:json:operational_environment; 4B:json:oisac_medium_class; 4B:photonic_thz; 4C:json:duplexing_mode; 4C:json:hardware_sharing_mode; 4D:intensity_only; 4D:json:rx_detection_type
O_ISAC_116,wireless_uv,separate_frontends,direct,localization_2d,30,high,4A:detection type; 4A:json:carrier_band; 4A:json:link_topology; 4A:json:mobility_context; 4A:json:oisac_medium_class; 4A:json:operational_environment; 4B:fiber; 4B:fso; 4B:hybrid; 4B:json:oisac_medium_class; 4B:photonic_thz; 4B:vlc; 4C:json:duplexing_mode; 4C:json:hardware_sharing_mode; 4D:intensity_only; 4D:json:rx_detection_type
O_ISAC_117,hybrid,shared_frontend,coherent,ranging,19,high,4A:detection type; 4A:json:carrier_band; 4A:json:link_topology; 4A:json:mobility_context; 4A:json:oisac_medium_class; 4A:json:operational_environment; 4A:measurement plane; 4B:fso; 4B:json:oisac_medium_class; 4B:vlc; 4C:json:duplexing_mode; 4C:json:hardware_sharing_mode; 4C:shared_processing; 4D:imdd; 4D:intensity_only; 4D:json:rx_detection_type
O_ISAC_118,wireless,shared_frontend,coherent,ranging|_localization_2d,20,high,4A:detection type; 4A:json:carrier_band; 4A:json:link_topology; 4A:json:mobility_context; 4A:json:oisac_medium_class; 4A:json:operational_environment; 4A:sensing task type; 4B:json:oisac_medium_class; 4B:vlc; 4C:json:duplexing_mode; 4C:json:hardware_sharing_mode; 4C:shared_waveform; 4D:complex_field; 4D:json:rx_detection_type
