paper_id,medium,mechanism,detection,sensing_task,anchor_count,confidence,evidence_refs
O_ISAC_119,hybrid,shared_frontend,coherent,ranging,37,high,4A:json:carrier_band; 4A:json:link_topology; 4A:json:mobility_context; 4A:json:oisac_medium_class; 4A:json:operational_environment; 4A:measurement plane; 4A:signal dimension; 4B:fiber; 4B:fso; 4B:hybrid; 4B:json:oisac_medium_class; 4B:photonic_thz; 4B:vlc; 4C:json:duplexing_mode; 4C:json:hardware_sharing_mode; 4D:complex_field; 4D:json:rx_detection_type
O_ISAC_120,wireless_fso,shared_frontend,coherent,ranging,17,high,4A:detection type; 4A:json:carrier_band; 4A:json:link_topology; 4A:json:mobility_context; 4A:json:oisac_medium_class; 4A:json:operational_environment; 4B:json:oisac_medium_class; 4B:vlc; 4C:json:duplexing_mode; 4C:json:hardware_sharing_mode; 4C:shared_hardware; 4D:json:rx_detection_type
O_ISAC_121,other,separate_frontends,direct,ranging|_localization_2d,16,high,4A:detection type; 4A:json:carrier_band; 4A:json:link_topology; 4A:json:mobility_context; 4A:json:oisac_medium_class; 4A:json:operational_environment; 4B:json:oisac_medium_class; 4B:vlc; 4C:json:duplexing_mode; 4C:json:hardware_sharing_mode; 4D:intensity_only; 4D:json:rx_detection_type
O_ISAC_122,other,shared_frontend,direct,direction_of_arrival,24,high,4A:detection type; 4A:json:carrier_band; 4A:json:link_topology; 4A:json:mobility_context; 4A:json:oisac_medium_class; 4A:json:operational_environment; 4A:medium classification; 4A:signal dimension; 4B:json:oisac_medium_class; 4B:photonic_thz; 4B:vlc; 4C:json:duplexing_mode; 4C:json:hardware_sharing_mode; 4D:intensity_only; 4D:json:rx_detection_type
O_ISAC_123,hybrid,shared_frontend,direct,localization_2d,28,high,4A:detection type; 4A:integration mechanism; 4A:json:carrier_band; 4A:json:link_topology; 4A:json:mobility_context; 4A:json:oisac_medium_class; 4A:json:operational_environment; 4A:measurement plane; 4A:resolution versus accuracy; 4A:sensing task type; 4A:signal dimension; 4B:hybrid; 4B:json:oisac_medium_class; 4B:photonic_thz; 4B:vlc; 4C:json:duplexing_mode; 4C:json:hardware_sharing_mode; 4C:shared_hardware; 4C:shared_processing; 4C:shared_resources
O_ISAC_124,hybrid,shared_frontend,coherent,ranging,22,high,4A:json:carrier_band; 4A:json:link_topology; 4A:json:mobility_context; 4A:json:oisac_medium_class; 4A:json:operational_environment; 4A:measurement plane; 4B:json:oisac_medium_class; 4B:photonic_thz; 4B:vlc; 4C:json:duplexing_mode; 4C:json:hardware_sharing_mode; 4C:shared_resources; 4D:complex_field; 4D:intensity_only; 4D:json:rx_detection_type
O_ISAC_125,wireless,shared_frontend,direct,ranging|_localization_2d,14,high,4A:detection type; 4A:json:carrier_band; 4A:json:link_topology; 4A:json:mobility_context; 4A:json:oisac_medium_class; 4A:json:operational_environment; 4A:signal dimension; 4B:fiber; 4B:json:oisac_medium_class; 4B:vlc; 4C:json:duplexing_mode; 4C:json:hardware_sharing_mode; 4D:json:rx_detection_type
O_ISAC_126,hybrid,shared_frontend,coherent,ranging|_localization_2d,10,high,4A:json:carrier_band; 4A:json:link_topology; 4A:json:mobility_context; 4A:json:oisac_medium_class; 4A:json:operational_environment; 4B:json:oisac_medium_class; 4B:vlc; 4C:json:duplexing_mode; 4C:json:hardware_sharing_mode; 4D:json:rx_detection_type
O_ISAC_127,wireless_fso,shared_frontend,coherent,ranging,36,high,4A:json:carrier_band; 4A:json:link_topology; 4A:json:mobility_context; 4A:json:oisac_medium_class; 4A:json:operational_environment; 4B:fiber; 4B:fso; 4B:hybrid; 4B:json:oisac_medium_class; 4B:photonic_thz; 4B:vlc; 4C:json:duplexing_mode; 4C:json:hardware_sharing_mode; 4C:shared_processing; 4C:shared_resources; 4C:shared_waveform; 4D:intensity_only; 4D:json:rx_detection_type
O_ISAC_128,cabled_fibre,shared_frontend,coherent,ranging|_vibration,22,high,4A:json:carrier_band; 4A:json:link_topology; 4A:json:mobility_context; 4A:json:oisac_medium_class; 4A:json:operational_environment; 4B:fiber; 4B:json:oisac_medium_class; 4B:vlc; 4C:json:duplexing_mode; 4C:json:hardware_sharing_mode; 4C:shared_hardware; 4C:shared_waveform; 4D:intensity_only; 4D:json:rx_detection_type
O_ISAC_129,wireless_vlc,shared_frontend,direct,ranging|_localization_2d,30,high,4A:detection type; 4A:json:carrier_band; 4A:json:link_topology; 4A:json:mobility_context; 4A:json:oisac_medium_class; 4A:json:operational_environment; 4A:sensing task type; 4A:signal dimension; 4B:fso; 4B:hybrid; 4B:json:oisac_medium_class; 4B:photonic_thz; 4B:vlc; 4C:json:duplexing_mode; 4C:json:hardware_sharing_mode; 4D:intensity_only; 4D:json:rx_detection_type
O_ISAC_130,hybrid,shared_frontend,direct,ranging,35,high,4A:detection type; 4A:json:carrier_band; 4A:json:link_topology; 4A:json:mobility_context; 4A:json:oisac_medium_class; 4A:json:operational_environment; 4A:measurement plane; 4B:fiber; 4B:fso; 4B:hybrid; 4B:json:oisac_medium_class; 4B:photonic_thz; 4B:vlc; 4C:json:duplexing_mode; 4C:json:hardware_sharing_mode; 4D:intensity_only; 4D:json:rx_detection_type
O_ISAC_131,wireless_vlc,separate_frontends,direct,localization_2d,23,high,4A:detection type; 4A:json:carrier_band; 4A:json:link_topology; 4A:json:mobility_context; 4A:json:oisac_medium_class; 4A:json:operational_environment; 4A:measurement plane; 4A:signal dimension; 4B:fso; 4B:json:oisac_medium_class; 4B:vlc; 4C:json:duplexing_mode; 4C:json:hardware_sharing_mode; 4C:shared_resources; 4D:json:rx_detection_type
O_ISAC_132,hybrid,shared_frontend,coherent,ranging,45,high,4A:detection type; 4A:json:carrier_band; 4A:json:link_topology; 4A:json:mobility_context; 4A:json:oisac_medium_class; 4A:json:operational_environment; 4B:fiber; 4B:fso; 4B:hybrid; 4B:json:oisac_medium_class; 4B:photonic_thz; 4B:vlc; 4C:json:duplexing_mode; 4C:json:hardware_sharing_mode; 4D:coherent; 4D:complex_field; 4D:intensity_only; 4D:json:rx_detection_type
O_ISAC_133,wireless_fso,shared_frontend,direct,ranging,37,high,4A:detection type; 4A:json:carrier_band; 4A:json:link_topology; 4A:json:mobility_context; 4A:json:oisac_medium_class; 4A:json:operational_environment; 4A:measurement plane; 4A:sensing task type; 4A:signal dimension; 4B:fiber; 4B:fso; 4B:hybrid; 4B:json:oisac_medium_class; 4B:vlc; 4C:json:duplexing_mode; 4C:json:hardware_sharing_mode; 4C:shared_processing; 4D:imdd; 4D:intensity_only; 4D:json:rx_detection_type
O_ISAC_134,hybrid,shared_frontend,coherent,localization,27,high,4A:detection type; 4A:integration mechanism; 4A:json:carrier_band; 4A:json:link_topology; 4A:json:mobility_context; 4A:json:oisac_medium_class; 4A:json:operational_environment; 4A:sensing task type; 4A:signal dimension; 4B:json:oisac_medium_class; 4B:vlc; 4C:json:duplexing_mode; 4C:json:hardware_sharing_mode; 4C:shared_processing; 4D:complex_field; 4D:intensity_only; 4D:json:rx_detection_type
O_ISAC_135,hybrid,separate_frontends,direct,volcanic_ash_detection,30,high,4A:detection type; 4A:json:carrier_band; 4A:json:link_topology; 4A:json:mobility_context; 4A:json:oisac_medium_class; 4A:json:operational_environment; 4A:measurement plane; 4B:hybrid; 4B:json:oisac_medium_class; 4B:photonic_thz; 4B:vlc; 4C:json:duplexing_mode; 4C:json:hardware_sharing_mode; 4D:coherent; 4D:intensity_only; 4D:json:rx_detection_type
O_ISAC_136,hybrid,shared_frontend,coherent,ranging|_localization_2d,31,high,4A:detection type; 4A:json:carrier_band; 4A:json:link_topology; 4A:json:mobility_context; 4A:json:oisac_medium_class; 4A:json:operational_environment; 4B:json:oisac_medium_class; 4B:photonic_thz; 4B:vlc; 4C:json:duplexing_mode; 4C:json:hardware_sharing_mode; 4C:shared_resources; 4D:coherent; 4D:intensity_only; 4D:json:rx_detection_type
O_ISAC_137,wireless_fso,shared_frontend,direct,ranging|_localization_2d,16,high,4A:json:carrier_band; 4A:json:link_topology; 4A:json:mobility_context; 4A:json:oisac_medium_class; 4A:json:operational_environment; 4A:measurement plane; 4B:fiber; 4B:json:oisac_medium_class; 4B:vlc; 4C:json:duplexing_mode; 4C:json:hardware_sharing_mode; 4D:intensity_only; 4D:json:rx_detection_type
O_ISAC_138,hybrid,shared_frontend,coherent,localization,29,high,4A:detection type; 4A:json:carrier_band; 4A:json:link_topology; 4A:json:mobility_context; 4A:json:oisac_medium_class; 4A:json:operational_environment; 4A:medium classification; 4A:signal dimension; 4B:fso; 4B:hybrid; 4B:json:oisac_medium_class; 4B:vlc; 4C:json:duplexing_mode; 4C:json:hardware_sharing_mode; 4C:shared_resources; 4D:imdd; 4D:intensity_only; 4D:json:rx_detection_type
O_ISAC_139,wireless,shared_frontend,direct,localization,23,high,4A:detection type; 4A:json:carrier_band; 4A:json:link_topology; 4A:json:mobility_context; 4A:json:oisac_medium_class; 4A:json:operational_environment; 4A:medium classification; 4B:hybrid; 4B:json:oisac_medium_class; 4B:vlc; 4C:json:duplexing_mode; 4C:json:hardware_sharing_mode; 4C:shared_processing; 4D:json:rx_detection_type
O_ISAC_140,wireless,shared_frontend,mimo,ranging,15,high,4A:detection type; 4A:json:carrier_band; 4A:json:link_topology; 4A:json:mobility_context; 4A:json:oisac_medium_class; 4A:json:operational_environment; 4A:measurement plane; 4B:json:oisac_medium_class; 4B:vlc; 4C:json:duplexing_mode; 4C:json:hardware_sharing_mode; 4D:json:rx_detection_type
O_ISAC_141,wireless,shared_frontend,direct,ranging|_localization_2d,17,high,4A:detection type; 4A:json:carrier_band; 4A:json:link_topology; 4A:json:mobility_context; 4A:json:oisac_medium_class; 4A:json:operational_environment; 4A:signal dimension; 4B:hybrid; 4B:json:oisac_medium_class; 4C:json:duplexing_mode; 4C:json:hardware_sharing_mode; 4C:shared_resources; 4D:json:rx_detection_type
O_ISAC_142,hybrid,shared_frontend,coherent,ranging,37,high,4A:detection type; 4A:json:carrier_band; 4A:json:link_topology; 4A:json:mobility_context; 4A:json:oisac_medium_class; 4A:json:operational_environment; 4A:signal dimension; 4B:fiber; 4B:fso; 4B:json:oisac_medium_class; 4B:photonic_thz; 4B:vlc; 4C:json:duplexing_mode; 4C:json:hardware_sharing_mode; 4C:shared_hardware; 4C:shared_resources; 4C:shared_waveform; 4D:complex_field; 4D:imdd; 4D:json:rx_detection_type
O_ISAC_143,wireless_vlc,shared_frontend,direct,ranging|_localization_2d|_velocity,17,high,4A:json:carrier_band; 4A:json:link_topology; 4A:json:mobility_context; 4A:json:oisac_medium_class; 4A:json:operational_environment; 4A:measurement plane; 4B:fso; 4B:json:oisac_medium_class; 4B:photonic_thz; 4B:vlc; 4C:json:duplexing_mode; 4C:json:hardware_sharing_mode; 4D:json:rx_detection_type
O_ISAC_144,hybrid,separate_frontends,direct,localization_2d|_localization_3d,18,high,4A:detection type; 4A:json:carrier_band; 4A:json:link_topology; 4A:json:mobility_context; 4A:json:oisac_medium_class; 4A:json:operational_environment; 4A:measurement plane; 4A:signal dimension; 4B:json:oisac_medium_class; 4B:vlc; 4C:json:duplexing_mode; 4C:json:hardware_sharing_mode; 4C:shared_processing; 4D:complex_field; 4D:json:rx_detection_type
O_ISAC_145,hybrid,shared_frontend,coherent,ranging,32,high,4A:json:carrier_band; 4A:json:link_topology; 4A:json:mobility_context; 4A:json:oisac_medium_class; 4A:json:operational_environment; 4A:signal dimension; 4B:fso; 4B:hybrid; 4B:json:oisac_medium_class; 4B:photonic_thz; 4B:vlc; 4C:json:duplexing_mode; 4C:json:hardware_sharing_mode; 4C:shared_hardware; 4C:shared_resources; 4D:json:rx_detection_type
O_ISAC_146,hybrid,shared_frontend,unknown,ranging|_localization_2d,13,high,4A:json:mobility_context; 4A:json:oisac_medium_class; 4A:json:operational_environment; 4B:json:oisac_medium_class; 4B:photonic_thz; 4C:json:hardware_sharing_mode; 4D:intensity_only
O_ISAC_147,wireless_fso,separate_frontends,direct,ranging,9,high,4A:json:carrier_band; 4A:json:link_topology; 4A:json:mobility_context; 4A:json:oisac_medium_class; 4A:json:operational_environment; 4B:json:oisac_medium_class; 4B:vlc; 4C:json:hardware_sharing_mode; 4D:json:rx_detection_type
O_ISAC_148,hybrid,separate_frontends,direct,ranging|_localization_2d,15,high,4A:json:carrier_band; 4A:json:link_topology; 4A:json:mobility_context; 4A:json:oisac_medium_class; 4A:json:operational_environment; 4A:medium classification; 4A:signal dimension; 4B:json:oisac_medium_class; 4B:vlc; 4C:json:duplexing_mode; 4C:json:hardware_sharing_mode; 4C:shared_processing; 4D:intensity_only; 4D:json:rx_detection_type
O_ISAC_149,hybrid,separate_frontends,direct,ranging|_localization_2d,19,high,4A:json:carrier_band; 4A:json:link_topology; 4A:json:mobility_context; 4A:json:oisac_medium_class; 4A:json:operational_environment; 4A:signal dimension; 4B:json:oisac_medium_class; 4B:photonic_thz; 4B:vlc; 4C:json:duplexing_mode; 4C:json:hardware_sharing_mode; 4D:json:rx_detection_type
O_ISAC_150,hybrid,shared_frontend,coherent,ranging|_localization_2d,44,high,4A:detection type; 4A:json:carrier_band; 4A:json:link_topology; 4A:json:mobility_context; 4A:json:oisac_medium_class; 4A:json:operational_environment; 4A:signal dimension; 4B:fiber; 4B:fso; 4B:hybrid; 4B:json:oisac_medium_class; 4B:photonic_thz; 4B:vlc; 4C:json:duplexing_mode; 4C:json:hardware_sharing_mode; 4C:shared_resources; 4D:coherent; 4D:json:rx_detection_type
O_ISAC_151,hybrid,separate_frontends,direct,localization_2d,34,high,4A:detection type; 4A:json:carrier_band; 4A:json:link_topology; 4A:json:mobility_context; 4A:json:oisac_medium_class; 4A:json:operational_environment; 4A:sensing task type; 4A:signal dimension; 4B:fiber; 4B:json:oisac_medium_class; 4B:vlc; 4C:json:duplexing_mode; 4C:json:hardware_sharing_mode; 4C:shared_processing; 4C:shared_resources; 4D:intensity_only; 4D:json:rx_detection_type
O_ISAC_152,hybrid,shared_frontend,coherent,ranging,35,high,4A:detection type; 4A:json:carrier_band; 4A:json:link_topology; 4A:json:mobility_context; 4A:json:oisac_medium_class; 4A:json:operational_environment; 4A:measurement plane; 4B:fiber; 4B:hybrid; 4B:json:oisac_medium_class; 4B:photonic_thz; 4B:vlc; 4C:json:duplexing_mode; 4C:json:hardware_sharing_mode; 4D:json:rx_detection_type
O_ISAC_153,terahertz,shared_frontend,direct,ranging,29,high,4A:detection type; 4A:json:carrier_band; 4A:json:link_topology; 4A:json:mobility_context; 4A:json:oisac_medium_class; 4A:json:operational_environment; 4A:signal dimension; 4B:fiber; 4B:hybrid; 4B:json:oisac_medium_class; 4B:photonic_thz; 4B:vlc; 4C:json:duplexing_mode; 4C:json:hardware_sharing_mode; 4C:shared_processing; 4D:intensity_only; 4D:json:rx_detection_type
O_ISAC_154,hybrid,separate_frontends,direct,localization_2d,14,high,4A:detection type; 4A:json:carrier_band; 4A:json:link_topology; 4A:json:mobility_context; 4A:json:oisac_medium_class; 4A:json:operational_environment; 4B:json:oisac_medium_class; 4B:photonic_thz; 4B:vlc; 4C:json:hardware_sharing_mode; 4D:intensity_only; 4D:json:rx_detection_type
O_ISAC_155,hybrid,separate_frontends,other,localization_2d|_localization_3d,10,high,4A:json:carrier_band; 4A:json:link_topology; 4A:json:mobility_context; 4A:json:oisac_medium_class; 4A:json:operational_environment; 4B:json:oisac_medium_class; 4B:vlc; 4C:json:duplexing_mode; 4C:json:hardware_sharing_mode; 4D:json:rx_detection_type
O_ISAC_156,hybrid,separate_frontends,direct,other,53,high,4A:detection type; 4A:integration mechanism; 4A:json:carrier_band; 4A:json:link_topology; 4A:json:mobility_context; 4A:json:oisac_medium_class; 4A:json:operational_environment; 4A:measurement plane; 4A:medium classification; 4A:signal dimension; 4B:fiber; 4B:fso; 4B:hybrid; 4B:json:oisac_medium_class; 4B:photonic_thz; 4B:vlc; 4C:json:duplexing_mode; 4C:json:hardware_sharing_mode; 4C:shared_resources; 4D:complex_field
O_ISAC_157,wireless,shared_frontend,direct,ranging,20,high,4A:detection type; 4A:json:carrier_band; 4A:json:link_topology; 4A:json:mobility_context; 4A:json:oisac_medium_class; 4A:json:operational_environment; 4A:medium classification; 4A:signal dimension; 4B:json:oisac_medium_class; 4C:json:duplexing_mode; 4C:json:hardware_sharing_mode; 4C:shared_processing; 4D:json:rx_detection_type
O_ISAC_158,hybrid,shared_frontend,coherent,ranging|_localization_2d,19,high,4A:json:carrier_band; 4A:json:link_topology; 4A:json:mobility_context; 4A:json:oisac_medium_class; 4A:json:operational_environment; 4A:resolution versus accuracy; 4A:signal dimension; 4B:fiber; 4B:fso; 4B:json:oisac_medium_class; 4B:vlc; 4C:json:duplexing_mode; 4C:json:hardware_sharing_mode; 4C:shared_resources; 4D:complex_field; 4D:json:rx_detection_type
O_ISAC_159,hybrid,shared_frontend,coherent,ranging,35,high,4A:integration mechanism; 4A:json:carrier_band; 4A:json:link_topology; 4A:json:mobility_context; 4A:json:oisac_medium_class; 4A:json:operational_environment; 4B:fiber; 4B:hybrid; 4B:json:oisac_medium_class; 4B:photonic_thz; 4B:vlc; 4C:json:duplexing_mode; 4C:json:hardware_sharing_mode; 4C:shared_waveform; 4D:complex_field; 4D:json:rx_detection_type
O_ISAC_160,wireless_rf,shared_frontend,coherent,localization,17,high,4A:detection type; 4A:json:carrier_band; 4A:json:link_topology; 4A:json:oisac_medium_class; 4A:json:operational_environment; 4A:medium classification; 4A:signal dimension; 4B:hybrid; 4B:json:oisac_medium_class; 4B:vlc; 4C:json:duplexing_mode; 4C:json:hardware_sharing_mode; 4C:shared_hardware; 4D:json:rx_detection_type
O_ISAC_161,hybrid,shared_frontend,coherent,ranging,51,high,4A:detection type; 4A:json:carrier_band; 4A:json:link_topology; 4A:json:mobility_context; 4A:json:oisac_medium_class; 4A:json:operational_environment; 4A:medium classification; 4A:resolution versus accuracy; 4A:sensing task type; 4A:signal dimension; 4B:hybrid; 4B:json:oisac_medium_class; 4B:photonic_thz; 4B:vlc; 4C:json:duplexing_mode; 4C:json:hardware_sharing_mode; 4C:shared_hardware; 4C:shared_processing; 4C:shared_resources; 4C:shared_waveform
O_ISAC_162,hybrid,shared_frontend,coherent,ranging|_localization_2d,30,high,4A:detection type; 4A:json:carrier_band; 4A:json:link_topology; 4A:json:mobility_context; 4A:json:oisac_medium_class; 4A:json:operational_environment; 4A:sensing task type; 4B:json:oisac_medium_class; 4B:vlc; 4C:json:duplexing_mode; 4C:json:hardware_sharing_mode; 4C:shared_hardware; 4C:shared_processing; 4C:shared_resources; 4C:shared_waveform; 4D:complex_field; 4D:json:rx_detection_type
O_ISAC_163,hybrid,shared_frontend,coherent,ranging,55,high,4A:detection type; 4A:integration mechanism; 4A:json:carrier_band; 4A:json:link_topology; 4A:json:mobility_context; 4A:json:oisac_medium_class; 4A:json:operational_environment; 4A:signal dimension; 4B:fiber; 4B:fso; 4B:hybrid; 4B:json:oisac_medium_class; 4B:photonic_thz; 4B:vlc; 4C:json:duplexing_mode; 4C:json:hardware_sharing_mode; 4C:shared_processing; 4C:shared_resources; 4C:shared_waveform; 4D:complex_field
O_ISAC_164,hybrid,shared_frontend,direct,ranging,46,high,4A:detection type; 4A:integration mechanism; 4A:json:carrier_band; 4A:json:link_topology; 4A:json:mobility_context; 4A:json:oisac_medium_class; 4A:json:operational_environment; 4A:sensing task type; 4A:signal dimension; 4B:fiber; 4B:fso; 4B:json:oisac_medium_class; 4B:photonic_thz; 4B:vlc; 4C:json:duplexing_mode; 4C:json:hardware_sharing_mode; 4C:shared_hardware; 4C:shared_processing; 4C:shared_waveform; 4D:imdd
O_ISAC_165,hybrid,shared_frontend,direct,ranging,35,high,4A:detection type; 4A:integration mechanism; 4A:json:carrier_band; 4A:json:link_topology; 4A:json:mobility_context; 4A:json:oisac_medium_class; 4A:json:operational_environment; 4A:measurement plane; 4A:medium classification; 4A:signal dimension; 4B:fiber; 4B:fso; 4B:json:oisac_medium_class; 4B:photonic_thz; 4B:vlc; 4C:json:duplexing_mode; 4C:json:hardware_sharing_mode; 4D:complex_field; 4D:intensity_only; 4D:json:rx_detection_type
O_ISAC_166,hybrid,shared_frontend,direct,ranging,43,high,4A:detection type; 4A:json:carrier_band; 4A:json:link_topology; 4A:json:oisac_medium_class; 4A:json:operational_environment; 4A:medium classification; 4B:fiber; 4B:fso; 4B:json:oisac_medium_class; 4B:photonic_thz; 4B:vlc; 4C:json:duplexing_mode; 4C:json:hardware_sharing_mode; 4C:shared_hardware; 4C:shared_processing; 4C:shared_resources; 4D:coherent; 4D:complex_field; 4D:intensity_only; 4D:json:rx_detection_type
O_ISAC_167,hybrid,shared_frontend,direct,ranging,39,high,4A:detection type; 4A:json:carrier_band; 4A:json:link_topology; 4A:json:mobility_context; 4A:json:oisac_medium_class; 4A:json:operational_environment; 4A:signal dimension; 4B:fiber; 4B:json:oisac_medium_class; 4B:photonic_thz; 4B:vlc; 4C:json:duplexing_mode; 4C:json:hardware_sharing_mode; 4C:shared_processing; 4C:shared_resources; 4C:shared_waveform; 4D:coherent; 4D:imdd; 4D:intensity_only; 4D:json:rx_detection_type
O_ISAC_171,hybrid,shared_frontend,coherent,ranging,33,high,4A:json:carrier_band; 4A:json:link_topology; 4A:json:mobility_context; 4A:json:oisac_medium_class; 4A:json:operational_environment; 4A:signal dimension; 4B:fiber; 4B:json:oisac_medium_class; 4B:photonic_thz; 4B:vlc; 4C:json:duplexing_mode; 4C:json:hardware_sharing_mode; 4C:shared_processing; 4C:shared_waveform; 4D:intensity_only; 4D:json:rx_detection_type
O_ISAC_172,cabled_fibre,shared_frontend,direct,ranging,39,high,4A:detection type; 4A:json:carrier_band; 4A:json:link_topology; 4A:json:mobility_context; 4A:json:oisac_medium_class; 4A:json:operational_environment; 4A:measurement plane; 4B:fiber; 4B:fso; 4B:hybrid; 4B:json:oisac_medium_class; 4B:photonic_thz; 4B:vlc; 4C:json:duplexing_mode; 4C:json:hardware_sharing_mode; 4D:coherent; 4D:intensity_only; 4D:json:rx_detection_type
O_ISAC_173,wireless_vlc,shared_frontend,direct,localization_2d,16,high,4A:json:carrier_band; 4A:json:link_topology; 4A:json:mobility_context; 4A:json:oisac_medium_class; 4A:json:operational_environment; 4A:sensing task type; 4B:fso; 4B:json:oisac_medium_class; 4B:vlc; 4C:json:duplexing_mode; 4C:json:hardware_sharing_mode; 4D:json:rx_detection_type
O_ISAC_185,wireless_vlc,shared_frontend,direct,localization_2d,34,high,4A:detection type; 4A:json:carrier_band; 4A:json:link_topology; 4A:json:mobility_context; 4A:json:oisac_medium_class; 4A:json:operational_environment; 4B:fso; 4B:hybrid; 4B:json:oisac_medium_class; 4B:photonic_thz; 4B:vlc; 4C:json:duplexing_mode; 4C:json:hardware_sharing_mode; 4C:shared_processing; 4C:shared_resources; 4D:intensity_only; 4D:json:rx_detection_type
O_ISAC_186,hybrid,shared_frontend,coherent,ranging,34,high,4A:detection type; 4A:json:carrier_band; 4A:json:link_topology; 4A:json:mobility_context; 4A:json:oisac_medium_class; 4A:json:operational_environment; 4B:fiber; 4B:hybrid; 4B:json:oisac_medium_class; 4B:photonic_thz; 4B:vlc; 4C:json:duplexing_mode; 4C:json:hardware_sharing_mode; 4C:shared_resources; 4C:shared_waveform; 4D:coherent; 4D:complex_field; 4D:intensity_only; 4D:json:rx_detection_type
O_ISAC_187,hybrid,shared_frontend,coherent,ranging,35,high,4A:detection type; 4A:json:carrier_band; 4A:json:link_topology; 4A:json:mobility_context; 4A:json:oisac_medium_class; 4A:json:operational_environment; 4A:signal dimension; 4B:fiber; 4B:json:oisac_medium_class; 4B:photonic_thz; 4B:vlc; 4C:json:duplexing_mode; 4C:json:hardware_sharing_mode; 4C:shared_waveform; 4D:intensity_only; 4D:json:rx_detection_type
O_ISAC_188,cabled_fibre,shared_frontend,coherent,localization_2d,37,high,4A:detection type; 4A:integration mechanism; 4A:json:carrier_band; 4A:json:link_topology; 4A:json:mobility_context; 4A:json:oisac_medium_class; 4A:json:operational_environment; 4B:fiber; 4B:json:oisac_medium_class; 4B:photonic_thz; 4B:vlc; 4C:json:duplexing_mode; 4C:json:hardware_sharing_mode; 4D:coherent; 4D:intensity_only; 4D:json:rx_detection_type
O_ISAC_189,hybrid,shared_frontend,coherent,ranging,40,high,4A:detection type; 4A:json:carrier_band; 4A:json:link_topology; 4A:json:mobility_context; 4A:json:oisac_medium_class; 4A:json:operational_environment; 4A:signal dimension; 4B:fiber; 4B:fso; 4B:json:oisac_medium_class; 4B:photonic_thz; 4B:vlc; 4C:json:duplexing_mode; 4C:json:hardware_sharing_mode; 4C:shared_processing; 4C:shared_resources; 4D:coherent; 4D:intensity_only; 4D:json:rx_detection_type
O_ISAC_190,cabled_fibre,shared_frontend,direct,localization_2d,49,high,4A:detection type; 4A:integration mechanism; 4A:json:carrier_band; 4A:json:link_topology; 4A:json:mobility_context; 4A:json:oisac_medium_class; 4A:json:operational_environment; 4B:fiber; 4B:json:oisac_medium_class; 4B:photonic_thz; 4B:vlc; 4C:json:duplexing_mode; 4C:json:hardware_sharing_mode; 4C:shared_processing; 4D:coherent; 4D:imdd; 4D:intensity_only; 4D:json:rx_detection_type
O_ISAC_195,hybrid,shared_frontend,direct,ranging|_localization_2d,27,high,4A:json:carrier_band; 4A:json:link_topology; 4A:json:mobility_context; 4A:json:oisac_medium_class; 4A:json:operational_environment; 4A:sensing task type; 4A:signal dimension; 4B:fiber; 4B:json:oisac_medium_class; 4B:photonic_thz; 4B:vlc; 4C:json:duplexing_mode; 4C:json:hardware_sharing_mode; 4C:shared_resources; 4D:intensity_only; 4D:json:rx_detection_type
O_ISAC_199,hybrid,shared_frontend,direct,ranging,40,high,4A:json:carrier_band; 4A:json:link_topology; 4A:json:mobility_context; 4A:json:oisac_medium_class; 4A:json:operational_environment; 4A:signal dimension; 4B:fiber; 4B:fso; 4B:hybrid; 4B:json:oisac_medium_class; 4B:photonic_thz; 4B:vlc; 4C:json:duplexing_mode; 4C:json:hardware_sharing_mode; 4C:shared_hardware; 4D:complex_field; 4D:intensity_only; 4D:json:rx_detection_type
O_ISAC_200,cabled_fibre,shared_frontend,coherent,ranging,34,high,4A:detection type; 4A:json:carrier_band; 4A:json:link_topology; 4A:json:mobility_context; 4A:json:oisac_medium_class; 4A:json:operational_environment; 4B:fiber; 4B:json:oisac_medium_class; 4B:photonic_thz; 4B:vlc; 4C:json:duplexing_mode; 4C:json:hardware_sharing_mode; 4C:shared_processing; 4D:coherent; 4D:intensity_only; 4D:json:rx_detection_type
O_ISAC_202,cabled_fibre,shared_frontend,direct,ranging|_localization_2d,40,high,4A:detection type; 4A:integration mechanism; 4A:json:carrier_band; 4A:json:link_topology; 4A:json:mobility_context; 4A:json:oisac_medium_class; 4A:json:operational_environment; 4A:measurement plane; 4A:sensing task type; 4B:fiber; 4B:fso; 4B:json:oisac_medium_class; 4B:photonic_thz; 4B:vlc; 4C:json:duplexing_mode; 4C:json:hardware_sharing_mode; 4C:shared_waveform; 4D:coherent; 4D:complex_field; 4D:intensity_only
O_ISAC_203,hybrid,shared_frontend,direct,ranging,33,high,4A:detection type; 4A:json:carrier_band; 4A:json:link_topology; 4A:json:mobility_context; 4A:json:oisac_medium_class; 4A:json:operational_environment; 4A:measurement plane; 4B:fiber; 4B:fso; 4B:hybrid; 4B:json:oisac_medium_class; 4B:photonic_thz; 4B:vlc; 4C:json:duplexing_mode; 4C:json:hardware_sharing_mode; 4D:coherent; 4D:intensity_only; 4D:json:rx_detection_type
