"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Cited by","DOI","Link","Abstract","Author Keywords","Index Keywords","Document Type","Publication Stage","Open Access","Source","EID"
"Mehlhose, M.; Marques, P.; Pereira, L.; Pandeya, N.; Alves, T.; Haj-Omar, A.","Mehlhose, Matthias (55312195700); Marques, Paulo A.C. (7006399225); Pereira, Luís (57189267384); Pandeya, Neel (58939680300); Alves, Tiago (57195411326); Haj-Omar, Amr (6505641663)","55312195700; 7006399225; 57189267384; 58939680300; 57195411326; 6505641663","Integrated Communication and Sensing mmWave 5G-NR Research Platform utilizing the Open-Source OAI Stack with Camera-Assisted Beam Management","2025","","","","","","","0","10.1109/JCS64661.2025.10880630","https://www.scopus.com/inward/record.uri?eid=2-s2.0-86000031108&doi=10.1109%2FJCS64661.2025.10880630&partnerID=40&md5=b690c3c1d2f49c6929b2c37aa00d9274","The 5th generation (5G) communication systems and beyond are increasingly utilizing millimeter wave (mmWave) frequency bands, creating promising opportunities to integrate wireless communications with computer vision due to their shared reliance on line-of-sight (LOS). This paper presents an innovative open-source utilized research platform designed for testing and experimentation with a vision-aided 5G next-generation NodeB (gNB) that operates within the mmWave radio spectrum. The platform combines wireless communications and computer vision to enhance overall performance. The demonstrator illustrates proactive beam switching of a gNB Frequency Range 2 (FR2) phased array, triggered by data from a sensor (video camera), to prevent LOS blockage. © 2025 IEEE.","5G; 6G; FR2; Integrated Sensing and Communication (ISAC); Joint Communication and Sensing (JCAS); mmWave; OpenAirInterface (OAI); Phase Array Antenna (PAA); Reconfigurable Intelligent Surface (RIS) measuremtns; Software-Defined Radio (SDR); Universal Software Radio Peripheral (USRP); Vision-aided Communication","Antenna phased arrays; Code division multiple access; Computer testing; Fiber to the x; Mice (computer peripherals); Platform as a Service (PaaS); Radio; Radio communication; Visual communication; 5th generation; 6g; Aided communication; Frequency range 2; Frequency ranges; Integrated sensing; Integrated sensing and communication; Joint communication and sensing; Openairinterface; Phase array antenna; Phase Array Antennas; Reconfigurable; Reconfigurable intelligent surface measuremtns; Software-defined radio; Software-defined radios; Universal software radio peripheral; Vision-aided communication; 5G mobile communication systems","Conference paper","Final","","Scopus","2-s2.0-86000031108"
"Wang, L.; Wang, X.; Pan, S.","Wang, Lihan (57217089322); Wang, Xiangchuan (52064048300); Pan, Shilong (55609159400)","57217089322; 52064048300; 55609159400","Microwave Photonics Empowered Integrated Sensing and Communication for 6G","2025","IEEE Transactions on Microwave Theory and Techniques","73","8","","5295","5315","19","10.1109/TMTT.2025.3532810","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85219735150&doi=10.1109%2FTMTT.2025.3532810&partnerID=40&md5=5ca4d4fe8fdf6f9c2294bb27891f1a03","Integrated sensing and communication (ISAC) systems are gaining significant attention as a pivotal development direction for future 6G wireless networks. To overcome challenges related to bandwidth, resource reuse, and complexity inherent in traditional electronics, microwave photonics has emerged as a promising field for achieving high-performance ISAC. This article provides an overview of microwave photonic technologies in wireless communication and sensing, illustrating the performance enhancement brought by photonics. The recent progress and typical performance metrics of key technologies in microwave photonic ISAC, including microwave photonic ISAC frontend transceivers, resource multiplexing, integrated waveform design, and adaptive parameter adjustment, are highlighted. In addition, novel microwave photonic ISAC systems like holographic radio and distributed ISAC are discussed. © 1963-2012 IEEE.","6G wireless network; Integrated sensing and communication (ISAC); integrated waveform design; microwave photonics; multiplexing technology; radio over fiber","Integrated circuit design; Masers; Microwave holography; Photonic devices; Photonic integrated circuits; Photonic integration technology; Photonics; Radio communication; 6g wireless network; Communications systems; Integrated sensing; Integrated sensing and communication; Integrated waveform design; Microwave Photonics; Multiplexing technologies; Radio-over-fibers; Sensing systems; Waveform designs; Radio-over-fiber","Article","Final","","Scopus","2-s2.0-85219735150"
"Gao, J.; Liang, D.; Shi, T.; Chen, Y.","Gao, Jiawei (59166896500); Liang, Dingding (57222111700); Shi, Taixia (57219569853); Chen, Yang (55936261800)","59166896500; 57222111700; 57219569853; 55936261800","Microwave Photonic Integrated Sensing and Communication Based on Polarization Multiplexing and Frequency-to-Time Mapping","2025","IEEE Internet of Things Journal","12","12","","19846","19854","0","10.1109/JIOT.2025.3542099","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85219669539&doi=10.1109%2FJIOT.2025.3542099&partnerID=40&md5=bf28cef6e43c7e06e7a448087ccc09b3","The integration of multidimensional sensing, including target sensing, spectrum sensing, and environmental parameter sensing, with wireless communication represents a pressing need for information discovery, interaction, intelligent decision-making, and automation in the future interconnected world of everything. In this work, a microwave photonic approach incorporating multidimensional sensing and communication is proposed based on polarization multiplexing and frequency-to-time mapping. The ±2nd-order frequency-sweep optical sidebands from a dual-parallel Mach-Zehnder modulator are shared between two orthogonal polarizations of a dual-polarization Mach-Zehnder modulator: One polarization state realizes the generation of joint radar and communication signals by loading baseband data to support both radar and communication functions; the other polarization state achieves transverse load sensing in conjunction with a phase-shifted fiber Bragg grating, while also possessing the capability for frequency measurement. The concept is experimentally verified. An amplitude-shift keying linearly frequency-modulated signal is generated from one polarization state, supporting 2-Gbit/s wireless communication and 4.8-cm radar ranging resolution; the other polarization state achieves a maximum mean weight measurement error of less than 2.4x 10-3 N. © 2014 IEEE.","Microwave photonics; multimodal sensors; radar; radio frequency identification; sensor system integration; transverse load sensing","Chirp modulation; Frequency shift keying; Gain measurement; Microwave sensors; Modulators; Multicarrier modulation; Phase shift keying; Photonic integrated circuits; Radar measurement; Scales (weighing instruments); Size determination; Strain measurement; Surface measurement; Weighing; Microwave Photonics; Multimodal sensor; Polarization frequency; Polarization multiplexing; Polarization state; Radio-frequency-identification; Sensor system integration; Sensor systems; System integration; Transverse load sensing; Amplitude shift keying","Article","Final","","Scopus","2-s2.0-85219669539"
"Liu, Z.; Zhu, J.; Yang, J.; Sun, Y.; Yang, Y.; Luo, J.","Liu, Ziwei (57287784600); Zhu, Jifei (59204071000); Yang, Jiaqi (59664845000); Sun, Yimao (57193747696); Yang, Yanbing (57190815753); Luo, Jun (57226467449)","57287784600; 59204071000; 59664845000; 57193747696; 57190815753; 57226467449","ReflexGest: Recognizing Hand Gestures Under VLC-Capable Lamps","2025","IEEE Transactions on Mobile Computing","24","7","","6583","6594","0","10.1109/TMC.2025.3545340","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85219561501&doi=10.1109%2FTMC.2025.3545340&partnerID=40&md5=8b5ef3475e158bae0818f51e5e801498","As a main approach towards touch-free human-computer interaction, hand gesture recognition (HGR) has long been a research focus for both academia and industry. Meanwhile, visible light communication (VLC) has become increasingly popular with VLC-ready commercial products (e.g., Philips lamps) available on the market. These facts provoke us to ask: can we leverage a VLC-ready lamp to realize integrated sensing and communication (ISAC) by conducting both HGR and VLC simultaneously? To this end, we propose ReflexGest as our answer to this question. ReflexGest is implemented upon a table lamp for the sake of practicality; this VLC-ready lamp is equipped with a ring-shaped light-emitting diode (LED) array and a photodiode (PD, for light intensity sensing) originally aiming for up/down-link VLCs. Demanding hand gestures to be performed between the lamp and a table surface, ReflexGest exploits the variation of the reflection and their unique correlation with the corresponding hand gestures to achieve HGR. In particular, ReflexGest first handles the limited sensing ability of the PD by enhancing the LED lamp and thus diversifying the light emission patterns. Moreover, ReflexGest combats the reflection interference from varying table surfaces via an adversarial learning technique to distill only the features relevant to hand gestures. Our extensive evaluations demonstrate that ReflexGest is able to deliver accurate HGR under realistic VLC traffic. © 2002-2012 IEEE.","Hand gesture recognition; human-computer interaction; integrated sensing and communication; visible light communication; visible light sensing","Light emitting diodes; Palmprint recognition; Computer interaction; Hand gesture; Hand-gesture recognition; Integrated sensing; Integrated sensing and communication; Light sensing; Table surface; Visible light; Visible light sensing; Gesture recognition","Article","Final","","Scopus","2-s2.0-85219561501"
"Li, H.; Lei, M.; Zhang, J.; Yang, X.; Zhou, Q.; Xie, Z.; Zhu, S.; Cai, Y.; Liu, H.; Hua, B.; Zhang, J.; Yu, J.; Zhu, M.","Li, Hao (59643841900); Lei, Mingzheng (59099043000); Zhang, Junhao (58307080000); Yang, Xiaoguang (59180702000); Zhou, Qingzhi (59244987700); Xie, Zhifeng (59294182000); Zhu, Sha (57202359243); Cai, Yuancheng (57222293189); Liu, Hongjia (59660399600); Hua, Bingchang (57192157000); Zhang, Jiao (57843616700); Yu, Jianjun (55682081900); Zhu, Min (56477805000)","59643841900; 59099043000; 58307080000; 59180702000; 59244987700; 59294182000; 57202359243; 57222293189; 59660399600; 57192157000; 57843616700; 55682081900; 56477805000","Photonics-assisted mmW integrated sensing and communication system with polarization-insensitive capability","2025","Proceedings of SPIE - The International Society for Optical Engineering","13544","","1354413","","","0","10.1117/12.3058779","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85219157960&doi=10.1117%2F12.3058779&partnerID=40&md5=ca148c66b5984c010c86705a80435006","The birefringence in optical transmission leads to the polarization mismatch between modulation light and optical local oscillation, severely degrading the performance of photonics-assisted millimeter-wave (mmW) integrated sensing and communication (ISAC) systems. In this paper, we propose a photonics-assisted mmW ISAC system with polarization-insensitive capability. The proposed system eliminates the polarization sensitivity by jointly using a dual-polarization linear frequency-modulated (DP-LFM) waveform with an X-shaped time-frequency distribution and the Alamouti polarization-time block coding (PTBC). The experimental results confirm that the proposed mmW ISAC system simultaneously achieves a range resolution of 1.5 cm and a transmission capacity of 48 Gbps. In addition, both the mmW sensing and communication exhibit good robustness to the random polarization changes. © 2025 SPIE.","Alamouti; ISAC; LFM; mmW; Photonics; polarization insensitivity","Amplitude shift keying; Binary phase shift keying; Birefringence; Chirp modulation; Frequency modulation; Light modulation; Light polarization; Microwave photonics; Optical communication; Photonic integrated circuits; Photonic integration technology; Alamouti; Communications systems; Integrated sensing; Integrated sensing and communication; LFM; Local oscillation; Optical-; Polarization insensitivity; Polarization-insensitive; Sensing systems; Light transmission","Conference paper","Final","","Scopus","2-s2.0-85219157960"
"Xu, C.; Masouros, C.; Sugiura, S.; Petropoulos, P.; Maunder, R.G.; Yang, L.-L.; Haas, H.; Hanzo, L.","Xu, Chao (58893788900); Masouros, Christos (23009493900); Sugiura, Shinya (17344446300); Petropoulos, Periklis (7004549449); Maunder, Robert G. (8390277800); Yang, Lieliang (7406275562); Haas, Harald (35570549500); Hanzo, Lajos (36043733600)","58893788900; 23009493900; 17344446300; 7004549449; 8390277800; 7406275562; 35570549500; 36043733600","Integrated Positioning and Communication Relying on Wireless Optical OFDM","2025","IEEE Journal on Selected Areas in Communications","43","5","","1721","1737","1","10.1109/JSAC.2025.3543532","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85219144539&doi=10.1109%2FJSAC.2025.3543532&partnerID=40&md5=2b8f9f9ea90627ff944a9c5c6ff52425","Visible Light Positioning and Communication (VLPC) is a promising candidate for implementing Integrated Sensing And Communication (ISAC) in the unlicensed 400 THz to 800 THz band. The current Visible Light Positioning (VLP) systems mainly operate based on the Received Signal Strength (RSS) of the Line-of-Sight (LoS) path. However, its accuracy is degraded by interferences from Non-LoS (NLoS) paths. Furthermore, in Visible Light Communication (VLC) systems, the estimation of Channel State Information (CSI) also becomes challenging, when the optical channel becomes dispersive. Against this background, we propose a new VLPC scheme using Direct Current (DC) biased Optical Orthogonal Frequency-Division Multiplexing (VLPC-DCO-OFDM), where OFDM-based sensing is applied for the sake of improving the resolution of the estimated Channel Impulse Response (CIRs) exploited for positioning functionality. The CIRs estimated by sensing are further exploited to provide enhanced CSI for communication data detection. Moreover, we propose a hybrid Radar-RSS based solution, where the conventional RSS-aided VLP method is invoked for the sake of refining OFDM radar. Our simulation results demonstrate that the proposed VLPC-DCO-OFDM scheme – which simultaneously supports the triple functionalities of illumination, bi-static sensing and communication – is capable of achieving centimeter-level positioning accuracy and Giga-bits-per-second data rate. © 1983-2012 IEEE.","bi-static; channel estimation; integrated sensing and communication; ISAC; multipath; NLoS; non-line-of-sight; OFDM; orthogonal frequency-division multiplexing; Visible light communication; visible light positioning; VLC; VLP","Channel estimation; Fiber optic sensors; Frequency estimation; Laser beams; Optical communication; Radar interference; Time difference of arrival; Bi-static; Integrated sensing; Integrated sensing and communication; Light positioning; Multipath; Non-LoS; Nonline of sight; Orthogonal frequency-division multiplexing; Visible light; Visible light positioning; Orthogonal frequency division multiplexing","Article","Final","","Scopus","2-s2.0-85219144539"
"Wang, H.; Chen, C.; Zeng, Z.; Shao, S.; Haas, H.","Wang, Haochuan (59513786100); Chen, Chen (55664378400); Zeng, Zhihong (57204695781); Shao, Sihua (56566058800); Haas, Harald (35570549500)","59513786100; 55664378400; 57204695781; 56566058800; 35570549500","Bidirectional Retroreflective Optical ISAC Using Time Division Duplexing and Clipped OFDM","2025","IEEE Photonics Technology Letters","37","10","","587","590","6","10.1109/LPT.2025.3541038","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85218144971&doi=10.1109%2FLPT.2025.3541038&partnerID=40&md5=ad41bef1aab602ae82353099bec9a887","Optical integrated sensing and communication is one of the most promising technologies for the sixth-generation (6G) networks due to its large transmission capacity and high sensing accuracy. In this Letter, we propose and experimentally demonstrate a bidirectional retroreflective optical integrated sensing and communication (RO-ISAC) system using time division duplexing (TDD) and clipped orthogonal frequency division multiplexing (OFDM). The proposed bidirectional RO-ISAC system consists of a downlink device and an uplink device, where the uplink device uses a corner cube reflector (CCR) to reflect the downlink signal back to the downlink device so as to perform passive ranging. To avoid the interference between the reflected downlink signal and the uplink signal, we here propose a TDD-based interference cancellation scheme for the bidirectional RO-ISAC system, where two types of guard intervals (GIs) including fixed GI and adaptive GI are considered. Moreover, clipped OFDM is adopted as the waveform to realize simultaneous communication and sensing. © 1989-2012 IEEE.","bidirectional transmission; orthogonal frequency division multiplexing (OFDM); Retroreflective optical integrated sensing and communication (RO-ISAC); time division duplexing (TDD)","Adaptive optics; Integrated optics; Light transmission; Optical communication; Time division multiplexing; Bidirectional transmission; Communications systems; Integrated sensing; Optical-; Orthogonal frequency division multiplexing; Orthogonal frequency-division multiplexing; Retroreflective optical integrated sensing and communication; Sensing systems; Time division duplexing","Article","Final","","Scopus","2-s2.0-85218144971"
"Bang, J.; Berweger, S.; Chuang, J.; Gentile, C.; Golmie, N.; Semper, S.","Bang, Jihoon (57192186987); Berweger, Samuel (26030913000); Chuang, Jack (57205078917); Gentile, Camillo A. (7005059430); Golmie, Nada T. (6701448030); Semper, Sebastian (57202301946)","57192186987; 26030913000; 57205078917; 7005059430; 6701448030; 57202301946","Real-Time 141 GHz JCAS Channel Sounder: Near-Field Switched Beamforming, Carrier Multiplexing, and Context Awareness","2025","IEEE Transactions on Microwave Theory and Techniques","73","6","","3180","3193","1","10.1109/TMTT.2025.3529345","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85216941711&doi=10.1109%2FTMTT.2025.3529345&partnerID=40&md5=793878e82314e11bd02b262b96e63b5c","We have developed a real-time 141 GHz joint communications and sensing (JCAS) channel sounder, with focus on this article on 3-D near-field imaging (less than 50 cm range) for applications such as finger recognition. To achieve this, we integrated phased-array antennas into the channel sounder—to the best of our knowledge, we are the first to do so in the D-band—and adapted the switched beamforming technique we developed previously, to realize real-time near-field beamforming. We also propose another novel technique, coined carrier multiplexing, to extend the instantaneous bandwidth of the phased arrays to their full radio frequency (RF) passband—by a factor of two for our current arrays and by a factor of ten for our next edition. Finally, we integrated camera and Lidar systems that are temporally and spatially synchronized with the channel sounder to generate real-time digital twins of the target while sounding, enabling machine learning on multimodal data. We showcase system performance with controlled experiments on metal cylinders, demonstrating imaging resolution on the order of a centimeter. © 1963-2012 IEEE.","3-D imaging; 6G; Calibration; channel measurement; channel modeling; D-band; propagation; sub-terahertz; sub-THz","Acoustic arrays; Acoustic surface wave devices; Beam forming networks; Beamforming; Computerized tomography; Cylindrical antennas; Thermography (imaging); 3-D imaging; 6g; Channel measurements; Channel modelling; Channel sounders; D-band; Propagation; Real- time; Sub-terahertz; Sub-THz; Antenna phased arrays","Article","Final","","Scopus","2-s2.0-85216941711"
"Qian, B.; Yan, S.; Wu, Q.; Shu, F.; Li, Z.","Qian, Bingrong (59541784800); Yan, Shihao (56018686300); Wu, Qingqing (56525644100); Shu, Feng (57225911693); Li, Zan (37078697500)","59541784800; 56018686300; 56525644100; 57225911693; 37078697500","Two-Stage Framework for Sensing Assisted Covert Communications","2025","IEEE Transactions on Vehicular Technology","74","6","","9858","9863","4","10.1109/TVT.2025.3531877","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85216851387&doi=10.1109%2FTVT.2025.3531877&partnerID=40&md5=4f7dc522a910f3f674e4bac049e603d9","In this work, we propose a two-stage integrated sensing and communication (ISAC) framework for exploiting the benefits of utilizing ISAC's detection capability in covert communications. Specifically, in the first stage a full-duplex transceiver Bob detects the presence of a warden Willie while performing uplink transmissions to another transceiver Alice. Then, in the second stage Bob helps Alice's covert downlink transmission via jamming as per his detection outcome in the first stage. We optimally design the covert ISAC system to maximize the formulated overall covert rate subject to a covertness constraint, an average power constraint at Bob, and an uplink rate requirement. As shown in our examinations, the proposed two-stage framework significantly outperforms a benchmark scheme without the detection function in terms of achieving a higher covert rate. This, for the first time, explicitly demonstrates the superiorities of using ISAC's detection function to enhance covert communications. © 1967-2012 IEEE.","Covert communication; covertness; integrated sensing and communication (ISAC); two-stage framework","Benchmarking; Optical transceivers; Communication framework; Covert communications; Covertness; Detection capability; Detection functions; Full-duplex; Integrated sensing; Integrated sensing and communication; Two-stage framework; Uplink transmission; Radio transceivers","Article","Final","","Scopus","2-s2.0-85216851387"
"Li, T.; Chen, H.; Wang, M.; Chu, Y.; Gao, F.; Zhang, T.","Li, Tao (59497893000); Chen, Hongyu (59497867800); Wang, Maoren (58943599300); Chu, Yuheng (59497941100); Gao, Fang (59497867900); Zhang, Tian (56517220500)","59497893000; 59497867800; 58943599300; 59497941100; 59497867900; 56517220500","High dynamic-range dimming control for CFMO-OFDM-based VLC systems utilizing a grouped direct current scheme","2025","Optics Letters","50","1","","217","220","0","10.1364/OL.543529","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85213912323&doi=10.1364%2FOL.543529&partnerID=40&md5=b31afeb1f87e4658cbe3da4994942a2c","Since visible light communication (VLC) uses light-emitting diode (LED) as transmitters, it has dual functions of illumination and communication. To meet flexible lighting and energy-saving needs, we propose a novel, to the best of our knowledge, dimming control scheme for spectrally efficient clipping-free multilayer optical orthogonal frequency division multiplexing (CFMO-OFDM)-based VLC systems. In order to achieve high dynamic-range dimming control for LEDs, the time-domain CFMO-OFDM signals are first grouped based on frequency-domain subcarrier distribution. Then, the periodic grouped direct current (DC) signal can be flexibly chosen and added to the above CFMO-OFDM signals. Simulation results demonstrate that, compared with classical asymmetrical hybrid optical OFDM (AHO-OFDM) and DC bias-based dimming methods, the proposed scheme offers higher dimming range, better flexibility, and lower implementation complexity, as well as superior bit error rate (BER) performance. © 2024 Optica Publishing Group. All rights, including for text and data mining (TDM), Artificial Intelligence (AI) training, and similar technologies, are reserved.","","Dimming (lamps); Error statistics; Forward error correction; Laser beams; Orthogonal functions; Communications systems; Current schemes; Dimming control; Direct-current; Dual function; High dynamic range; Lightemitting diode; Multiplexing signals; Optical orthogonal frequency division multiplexing; Visible light; Orthogonal frequency division multiplexing; adult; article; direct current; energy conservation; human; illumination; light emitting diode; simulation","Article","Final","","Scopus","2-s2.0-85213912323"
"Zhang, R.; Shao, Y.; Li, M.; Lu, L.; Eldar, Y.C.","Zhang, Runxin (57846331000); Shao, Yulin (57193682050); Li, Menghan (58812846300); Lu, Lu (55327019500); Eldar, Yonina C. (35562426100)","57846331000; 57193682050; 58812846300; 55327019500; 35562426100","Optical Integrated Sensing and Communication With Light-Emitting Diode","2025","IEEE Internet of Things Journal","12","9","","12896","12911","5","10.1109/JIOT.2024.3523045","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85213471359&doi=10.1109%2FJIOT.2024.3523045&partnerID=40&md5=91d7bf09f8179ae279c02dec3cefc70a","This article presents a new optical integrated sensing and communication (O-ISAC) framework tailored for cost-effective light-emitting diode (LED) for enhanced Internet of Things (IoT) applications. Unlike prior research on ISAC, which predominantly focused on radio frequency (RF) band, O-ISAC capitalizes on the inherent advantages of the optical spectrum, including the ultrawide license-free bandwidth, immunity to RF interference, and energy efficiency—attributes crucial for IoT communications. The communication and sensing in our O-ISAC system unfold in two phases: 1) directionless O-ISAC and 2) directional O-ISAC. In the first phase, distributed optical access points emit nondirectional light for communication and leverage small-aperture imaging principles for sensing. In the second phase, we put forth the concept of optical beamforming, using collimating lenses to concentrate light, resulting in substantial performance enhancements in both communication and sensing. Numerical and simulation results demonstrate the feasibility and impressive performance of O-ISAC benchmarked against optical separate communication and sensing systems. © 2014 IEEE.","Internet of Things (IoT); light-emitting diode (LED); optical beamforming; optical communication; optical integrated sensing and communication (O-ISAC)","Integrated optics; Lenses; Light emitting diodes; Optical communication; Radio interference; Communication framework; Communications systems; Cost effective; Integrated sensing; Lightemitting diode; Optical beamforming; Optical integrated sensing and communication; Optical-; Sensing systems; Beamforming","Article","Final","","Scopus","2-s2.0-85213471359"
"Choi, K.-S.; Abdelaziz Abdelmagid, B.; Liu, Y.; Wang, H.","Choi, Kyung-sik (57211458936); Abdelaziz Abdelmagid, Basem (59341732500); Liu, Yuqi (57226503082); Wang, Hua (55245698700)","57211458936; 59341732500; 57226503082; 55245698700","A D-Band Concurrent 20-Beam MIMO Transmitter Array With a Four-Element Joint Static/Dynamic Beam-Multiplication Beamformer","2025","IEEE Journal of Solid-State Circuits","60","6","","1906","1920","5","10.1109/JSSC.2024.3487619","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85209910319&doi=10.1109%2FJSSC.2024.3487619&partnerID=40&md5=74ead7c6b30a7ecff51a97035abde6b4","This work presents a D-band multi-input multi-output (MIMO) transmitter (TX) array with a four-element joint static/dynamic beamformer. The proposed beamformer combines a static beamformer and a space-time modulated dynamic array to produce a large number of concurrent beams with fewer array elements and multiple independent data streams, essentially achieving RF-domain beam number multiplication. Consequently, the beamforming system only requires low-overhead RF/analog chains and simple digital computation, making it conducive to low-cost applications. More importantly, the concurrent multiple beams are formed at distinct carrier frequencies at various spatial angles. This allows easy discrimination of adjacent beams, which is essential for MIMO communication for high link throughput as well as MIMO radar operations for rapid situational awareness sensing of surroundings and one-shot localization. Traditional N-element analog beamforming arrays require an M set of independent beamformers to generate M independent beams. The proposed N-element beamformers can generate up to M × (N + 1) concurrent beams by cascading M-beam beamformers with N + 1 time-modulated array (TMA) operation, which offers a new operation freedom to trade off among number of concurrent beams, array gain, spectral efficiency, and beam angle dependency. As a proof of concept, a D-band 125-GHz four-element TX array is implemented in a GlobalFoundaries 22-nm CMOS FD-SOI process with a flip-chip package. With the beam-multiplication effect, the four-element TX array radiates a total of concurrent 20 beams with a unique space-to-frequency mapping over ±60° total beam field-of-view (FoV). Through over-the-air measurement, the TX array demonstrates concurrent four beams with 4-Gb/s 16-QAM modulation and reconfigurable space-to-frequency mapped 20 beams, each with 100-MHz bandwidth frequency-modulated continuous-wave (FMCW) chirping to support joint MIMO communication and sensing. © 1966-2012 IEEE.","Beamforming; CMOS; D-band; joint communication and sensing; multi-input multi-output (MIMO); phased array; radar; space-to-frequency; time-modulation (TM) array; transmitter (TX)","Amplitude shift keying; Antenna phased arrays; Beam forming networks; Binary phase shift keying; Chirp modulation; Computer graphics equipment; Conformal mapping; Direct sequence systems; Flip chip devices; Frequency multiplying circuits; Frequency shift keying; Interactive devices; LSI circuits; Majority logic; Monolithic microwave integrated circuits; Optical data storage; Phase change memory; Phase shift; Photomapping; Physical addresses; Quadrature amplitude modulation; Quadrature phase shift keying; Semiconductor storage; Slow light; System-on-chip; Tape drives; Threshold logic; Time domain analysis; X-Y model; CMOS; D-band; Joint communication and sensing; Multi-input multi-output; Phased-arrays; Space-to-frequency; Time-modulation; Time-modulation array; Transmitter (TX); CMOS integrated circuits","Article","Final","","Scopus","2-s2.0-85209910319"
"Wen, Y.; Yang, F.; Song, J.; Han, Z.","Wen, Yunfeng (58260903200); Yang, Fang (56440541900); Song, Jian (57218665442); Han, Zhu (58177921300)","58260903200; 56440541900; 57218665442; 58177921300","Free-Space Optical Integrated Sensing and Communication Based on DCO-OFDM: Performance Metrics and Resource Allocation","2025","IEEE Internet of Things Journal","12","2","","2158","2173","11","10.1109/JIOT.2024.3469279","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85205466175&doi=10.1109%2FJIOT.2024.3469279&partnerID=40&md5=7f03d8bd56d6468564f51d2c2c120c5a","As one of the six usage scenarios of the sixth-generation (6G) mobile communication system, integrated sensing and communication (ISAC) is regarded as a key enabler for the future Internet of Everything (IoE). While numerous studies have been conducted in radio-frequency (RF)-ISAC, free-space optical (FSO)-ISAC is also laying the foundation for the era of connection and intelligence. In this article, a direct-current (DC)-biased optical orthogonal frequency-division multiplexing (DCO-OFDM) scheme is proposed for FSO-ISAC. To derive the performance metrics for communication and sensing, we model the clipping noise of DCO-OFDM as additive colored Gaussian noise and establish an equivalent frequency-selective channel for FSO-ISAC. In addition, joint power allocation problems are formulated for both communication-centric and sensing-centric scenarios based on the derived performance metrics. Subsequently, these nonconvex joint optimization problems are decomposed into subproblems for DC bias and subcarriers, which can be solved by block coordinate descent algorithms. Furthermore, numerical simulations demonstrate the effectiveness of proposed methods and reveal the tradeoff between communication and sensing functionalities of FSO-ISAC based on DCO-OFDM. © 2014 IEEE.","Block coordinate descent (BCD); clipping noise; free-space optics; integrated sensing and communication (ISAC); orthogonal frequency-division multiplexing (OFDM); power allocation","Frequency allocation; Gaussian noise (electronic); Linear programming; Mobile telecommunication systems; Nonlinear programming; Optical communication; Orthogonal frequency division multiplexing; Trellis codes; Block coordinate descents; Clipping noise; Direct-current; Free-space optical; Freespace optics; Integrated sensing; Integrated sensing and communication; Optical orthogonal frequency division multiplexing; Orthogonal frequency-division multiplexing; Power allocations; Convex optimization","Article","Final","","Scopus","2-s2.0-85205466175"
